,value
886,"2016-02-12 15:24:14 128.230.247.37 GET /content/images/thumbs/0000068_pride-and-prejudice_415.jpeg - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 12"
887,"2016-02-12 15:24:14 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-grid.png - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 66"
888,"2016-02-12 15:24:14 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-list.png - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 66"
889,"2016-02-12 15:24:18 128.230.247.37 GET /fahrenheit-451-by-ray-bradbury - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 64 1001"
890,"2016-02-12 15:24:18 128.230.247.37 GET /fahrenheit-451-by-ray-bradbury - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 165"
891,"2016-02-12 15:24:18 128.230.247.37 GET /Scripts/jquery.magnific-popup.min.js - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 1"
892,"2016-02-12 15:24:18 128.230.247.37 GET /Content/magnific-popup/magnific-popup.css - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 11"
893,"2016-02-12 15:24:18 128.230.247.37 GET /content/images/thumbs/0000066_fahrenheit-451-by-ray-bradbury_550.jpeg - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 20"
894,"2016-02-12 15:24:18 128.230.247.37 GET /Themes/DefaultClean/Content/images/email-button.png - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 6"
895,"2016-02-12 15:24:18 128.230.247.37 GET /Themes/DefaultClean/Content/images/shipping.png - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 51"
896,"2016-02-12 15:24:21 128.230.247.37 GET /jewelry - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 476"
897,"2016-02-12 15:24:21 128.230.247.37 GET /content/images/thumbs/0000066_fahrenheit-451-by-ray-bradbury_64.jpeg - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/jewelry 200 0 0 2"
898,"2016-02-12 15:24:21 128.230.247.37 GET /content/images/thumbs/0000070_flower-girl-bracelet_415.jpg - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/jewelry 200 0 0 8"
899,"2016-02-12 15:24:21 128.230.247.37 GET /content/images/thumbs/0000069_elegant-gemstone-necklace_415.jpg - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/jewelry 200 0 0 15"
900,"2016-02-12 15:24:21 128.230.247.37 GET /content/images/thumbs/0000071_vintage-style-engagement-ring_415.jpg - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/jewelry 200 0 0 16"
901,"2016-02-12 15:24:24 128.230.247.37 GET /vintage-style-engagement-ring - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/jewelry 200 0 0 178"
902,"2016-02-12 15:24:24 128.230.247.37 GET /content/images/thumbs/0000071_vintage-style-engagement-ring_550.jpg - 80 - 70.209.14.54 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/vintage-style-engagement-ring 200 0 0 1"
903,2016-02-12 16:54:30 128.230.247.37 GET /robots.txt - 80 - 8.37.71.69 AddThis.com+(http://support.addthis.com/) - 200 0 0 104
904,2016-02-12 16:54:30 128.230.247.37 GET /vintage-style-engagement-ring - 80 - 8.37.71.69 AddThis.com+(http://support.addthis.com/) - 200 0 0 494
905,2016-02-12 18:14:33 128.230.247.37 GET /pride-and-prejudice - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 267
906,2016-02-12 18:14:33 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 1
907,2016-02-12 18:14:33 128.230.247.37 GET /Themes/DefaultClean/Content/css/styles.css - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 2
908,2016-02-12 18:14:33 128.230.247.37 GET /Scripts/jquery.validate.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 2
909,2016-02-12 18:14:33 128.230.247.37 GET /Content/magnific-popup/magnific-popup.css - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 2
910,2016-02-12 18:14:33 128.230.247.37 GET /Scripts/jquery-1.10.2.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 2
911,2016-02-12 18:14:33 128.230.247.37 GET /Scripts/jquery.validate.unobtrusive.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 51
912,2016-02-12 18:14:33 128.230.247.37 GET /Scripts/jquery-ui-1.10.3.custom.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 52
913,2016-02-12 18:14:33 128.230.247.37 GET /Scripts/public.common.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 51
914,2016-02-12 18:14:33 128.230.247.37 GET /Scripts/jquery-migrate-1.2.1.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 52
915,2016-02-12 18:14:33 128.230.247.37 GET /Scripts/public.ajaxcart.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 52
916,2016-02-12 18:14:33 128.230.247.37 GET /Scripts/jquery.magnific-popup.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 52
917,2016-02-12 18:14:33 128.230.247.37 GET /content/images/thumbs/0000068_pride-and-prejudice_550.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 34
918,2016-02-12 18:14:33 128.230.247.37 GET /content/images/thumbs/0000067_first-prize-pies_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 63
919,2016-02-12 18:14:33 128.230.247.37 GET /Themes/DefaultClean/Content/images/logo.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 13
920,2016-02-12 18:14:33 128.230.247.37 GET /content/images/thumbs/0000066_fahrenheit-451-by-ray-bradbury_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/pride-and-prejudice 304 0 0 1
921,2016-02-12 18:14:33 128.230.247.37 GET /Themes/DefaultClean/Content/images/shopping-bag.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 304 0 0 2
922,2016-02-12 18:14:33 128.230.247.37 GET /Themes/DefaultClean/Content/images/social-sprite.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 304 0 0 41
923,2016-02-12 18:14:33 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating2.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 304 0 0 62
924,2016-02-12 18:14:33 128.230.247.37 GET /Themes/DefaultClean/Content/images/wishlist-button.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 304 0 0 62
925,2016-02-12 18:14:33 128.230.247.37 GET /Themes/DefaultClean/Content/images/compare-button.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 304 0 0 62
926,2016-02-12 18:14:33 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating1.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 304 0 0 63
927,2016-02-12 18:14:33 128.230.247.37 GET /Themes/DefaultClean/Content/images/email-button.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 304 0 0 61
928,2016-02-12 18:14:33 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:43.0)+Gecko/20100101+Firefox/43.0 http://group0.ist722.ischool.syr.edu/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css 304 0 0 66
929,2016-02-12 18:56:49 128.230.247.37 GET / - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko - 200 0 0 164
930,2016-02-12 18:56:49 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/custom.css - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 23
931,2016-02-12 18:56:49 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/nivo-slider.css - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 24
932,2016-02-12 18:56:49 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 34
933,2016-02-12 18:56:49 128.230.247.37 GET /Scripts/jquery-migrate-1.2.1.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 5
934,2016-02-12 18:56:49 128.230.247.37 GET /Scripts/jquery.validate.unobtrusive.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 24
935,2016-02-12 18:56:49 128.230.247.37 GET /Scripts/jquery.validate.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 54
936,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/css/styles.css - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 57
937,2016-02-12 18:56:49 128.230.247.37 GET /Scripts/jquery-1.10.2.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 55
938,2016-02-12 18:56:49 128.230.247.37 GET /Scripts/public.common.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 16
939,2016-02-12 18:56:49 128.230.247.37 GET /Scripts/public.ajaxcart.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 8
940,2016-02-12 18:56:49 128.230.247.37 GET /content/images/thumbs/0000005_electronics_450.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 16
941,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/images/logo.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 18
942,2016-02-12 18:56:49 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Scripts/jquery.nivo.slider.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 38
943,2016-02-12 18:56:49 128.230.247.37 GET /content/images/thumbs/0000009_apparel_450.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 19
944,2016-02-12 18:56:49 128.230.247.37 GET /content/images/thumbs/0000013_digital-downloads_450.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 18
945,2016-02-12 18:56:49 128.230.247.37 GET /content/images/thumbs/0000076_banner_2.jpg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 39
946,2016-02-12 18:56:49 128.230.247.37 GET /content/images/thumbs/0000072_25-virtual-gift-card_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 6
947,2016-02-12 18:56:49 128.230.247.37 GET /content/images/thumbs/0000024_apple-macbook-pro-13-inch_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 6
948,2016-02-12 18:56:49 128.230.247.37 GET /content/images/thumbs/0000020_build-your-own-computer_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 11
949,2016-02-12 18:56:49 128.230.247.37 GET /content/images/thumbs/0000041_htc-one-m8-android-l-50-lollipop_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 13
950,2016-02-12 18:56:49 128.230.247.37 GET /Scripts/jquery-ui-1.10.3.custom.min.js - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 387
951,2016-02-12 18:56:49 128.230.247.37 GET /content/images/thumbs/0000075_banner_1.jpg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 359
952,2016-02-12 18:56:49 128.230.247.37 GET /favicon.ico - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko - 200 0 0 2
953,2016-02-12 18:56:49 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/loading.gif - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 2
954,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/images/loading.gif - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 12
955,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/images/compare-button.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 9
956,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/images/shopping-bag.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 14
957,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating1.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 13
958,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/images/ajax-loader-small.gif - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 2
959,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating2.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 12
960,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/images/wishlist-button.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 11
961,2016-02-12 18:56:49 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 1
962,2016-02-12 18:56:49 128.230.247.37 GET /Themes/DefaultClean/Content/images/social-sprite.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 14
963,2016-02-12 18:56:51 128.230.247.37 GET /electronics - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/ 200 0 0 399
964,2016-02-12 18:56:51 128.230.247.37 GET /content/images/thumbs/0000045_beats-pill-20-wireless-speaker_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 11
965,2016-02-12 18:56:51 128.230.247.37 GET /content/images/thumbs/0000007_cell-phones_450.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 13
966,2016-02-12 18:56:51 128.230.247.37 GET /content/images/thumbs/0000008_accessories_450.jpg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 15
967,2016-02-12 18:56:51 128.230.247.37 GET /content/images/thumbs/0000006_camera-photo_450.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 19
968,2016-02-12 18:56:51 128.230.247.37 GET /content/images/thumbs/0000042_htc-one-mini-blue_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 26
969,2016-02-12 18:56:51 128.230.247.37 GET /content/images/thumbs/0000035_nikon-d5500-dslr_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 27
970,2016-02-12 18:56:51 128.230.247.37 GET /content/images/thumbs/0000048_portable-sound-speakers_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 13
971,2016-02-12 18:56:51 128.230.247.37 GET /content/images/thumbs/0000044_nokia-lumia-1020_415.jpeg - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 17
972,2016-02-12 18:56:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/next.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 6
973,2016-02-12 18:56:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-grid.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 12
974,2016-02-12 18:56:51 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-list.png - 80 - 215.82.23.2 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+Touch;+rv:11.0)+like+Gecko http://group0.ist722.ischool.syr.edu/electronics 200 0 0 12
